時間,進港/出港,臺灣港口,貨物別,地區別,重量(公噸)
104年04月,出港,高雄港,礦產品,環島其他,21942
104年04月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1337
104年04月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,7857
104年04月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2515
104年04月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,20451
104年04月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,54
104年04月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,33
104年04月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,1509
104年05月,出港,高雄港,礦產品,基隆港,109275
104年05月,出港,高雄港,礦產品,臺中港,188322
104年05月,進港,高雄港,礦產品,花蓮港,137996
104年05月,出港,高雄港,礦產品,花蓮港,28492
104年05月,進港,高雄港,礦產品,蘇澳港,25400
104年05月,出港,高雄港,礦產品,蘇澳港,18120
104年05月,出港,高雄港,礦產品,臺北港,57162
104年05月,出港,高雄港,礦產品,馬公港,17454
104年05月,出港,高雄港,礦產品,金門港,7403
104年05月,出港,高雄港,礦產品,馬祖港,2996
104年05月,出港,高雄港,礦產品,麥寮港,8210
104年05月,進港,高雄港,礦產品,和平港,26000
104年05月,出港,高雄港,礦產品,小琉球,678
104年05月,出港,高雄港,"家具玩具運動用品,雜項製品",花蓮港,770
104年05月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1478
104年05月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,6306
104年05月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2851
104年05月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,18107
104年05月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,14
104年05月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,56
104年05月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,1679
104年06月,出港,高雄港,礦產品,基隆港,73563
104年06月,出港,高雄港,礦產品,臺中港,140693
104年06月,進港,高雄港,礦產品,花蓮港,129269
104年06月,出港,高雄港,礦產品,花蓮港,24474
104年06月,進港,高雄港,礦產品,蘇澳港,20800
104年06月,出港,高雄港,礦產品,蘇澳港,33266
104年06月,出港,高雄港,礦產品,臺北港,36532
104年06月,出港,高雄港,礦產品,馬公港,17631
104年06月,出港,高雄港,礦產品,金門港,6848
104年06月,出港,高雄港,礦產品,馬祖港,2958
104年06月,出港,高雄港,礦產品,麥寮港,7825
104年06月,進港,高雄港,礦產品,和平港,56200
104年06月,出港,高雄港,礦產品,小琉球,608
104年06月,進港,高雄港,礦產品,環島其他,4240
104年06月,出港,高雄港,礦產品,環島其他,14212
104年06月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1424
104年06月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,6746
104年06月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2390
104年06月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,18139
104年06月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,30
104年06月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,44
104年06月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,1929
104年07月,出港,高雄港,礦產品,基隆港,115022
104年07月,進港,高雄港,礦產品,臺中港,4240
104年07月,出港,高雄港,礦產品,臺中港,172145
104年07月,進港,高雄港,礦產品,花蓮港,115488
104年07月,出港,高雄港,礦產品,花蓮港,45811
104年07月,進港,高雄港,礦產品,蘇澳港,12040
104年07月,出港,高雄港,礦產品,蘇澳港,44599
104年07月,出港,高雄港,礦產品,臺北港,25980
104年07月,出港,高雄港,礦產品,馬公港,19536
104年07月,出港,高雄港,礦產品,金門港,11240
104年07月,出港,高雄港,礦產品,麥寮港,16035
104年07月,進港,高雄港,礦產品,和平港,25500
104年07月,出港,高雄港,礦產品,小琉球,740
104年07月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1557
104年07月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,6944
104年07月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2606
104年07月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,17069
104年07月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,37
104年07月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,61
104年07月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,604
104年08月,進港,高雄港,礦產品,基隆港,4240
104年08月,出港,高雄港,礦產品,基隆港,75610
104年08月,進港,高雄港,礦產品,臺中港,4240
104年08月,出港,高雄港,礦產品,臺中港,107441
104年08月,進港,高雄港,礦產品,花蓮港,114560
104年08月,出港,高雄港,礦產品,花蓮港,27663
104年08月,進港,高雄港,礦產品,蘇澳港,12800
104年08月,出港,高雄港,礦產品,蘇澳港,38124
104年08月,出港,高雄港,礦產品,臺北港,32344
104年08月,出港,高雄港,礦產品,馬公港,30973
104年08月,出港,高雄港,礦產品,金門港,7742
104年08月,出港,高雄港,礦產品,麥寮港,11955
104年08月,進港,高雄港,礦產品,和平港,19500
104年08月,出港,高雄港,礦產品,小琉球,678
104年08月,出港,高雄港,礦產品,環島其他,15264
104年08月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1252
104年08月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1895
104年08月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2263
104年08月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,15719
104年08月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,12
104年08月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,22
104年08月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,5062
104年09月,出港,高雄港,礦產品,基隆港,95352
104年09月,出港,高雄港,礦產品,臺中港,100193
104年09月,進港,高雄港,礦產品,花蓮港,63055
104年09月,出港,高雄港,礦產品,花蓮港,41077
104年09月,進港,高雄港,礦產品,蘇澳港,24500
104年09月,出港,高雄港,礦產品,蘇澳港,61809
104年09月,進港,高雄港,礦產品,臺北港,36164
104年09月,出港,高雄港,礦產品,臺北港,13000
104年09月,出港,高雄港,礦產品,馬公港,18521
104年09月,出港,高雄港,礦產品,金門港,8200
104年09月,出港,高雄港,礦產品,麥寮港,5753
104年09月,進港,高雄港,礦產品,和平港,29900
104年09月,出港,高雄港,礦產品,小琉球,660
104年09月,出港,高雄港,礦產品,環島其他,8480
104年09月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1404
104年09月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,7872
104年09月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2938
104年09月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,15592
104年09月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,22
104年09月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,37
104年09月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,2362
104年10月,出港,高雄港,礦產品,基隆港,64350
104年10月,出港,高雄港,礦產品,臺中港,156563
104年10月,進港,高雄港,礦產品,花蓮港,100951
104年10月,出港,高雄港,礦產品,花蓮港,88958
104年10月,進港,高雄港,礦產品,蘇澳港,14800
104年10月,出港,高雄港,礦產品,蘇澳港,28679
104年10月,出港,高雄港,礦產品,臺北港,24376
104年10月,出港,高雄港,礦產品,馬公港,16869
104年10月,出港,高雄港,礦產品,金門港,9615
104年10月,出港,高雄港,礦產品,馬祖港,3143
104年10月,出港,高雄港,礦產品,麥寮港,7700
104年10月,進港,高雄港,礦產品,和平港,26900
104年10月,出港,高雄港,礦產品,小琉球,422
104年10月,出港,高雄港,礦產品,外島其他,3000
104年10月,出港,高雄港,礦產品,環島其他,5088
104年10月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1527
104年10月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,8671
104年10月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2725
104年10月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,17206
104年10月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,26
104年10月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,31
104年10月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,4216
104年11月,出港,高雄港,礦產品,基隆港,76091
104年11月,進港,高雄港,礦產品,臺中港,5584
104年11月,出港,高雄港,礦產品,臺中港,98287
104年11月,進港,高雄港,礦產品,花蓮港,151176
104年11月,出港,高雄港,礦產品,花蓮港,35746
104年11月,進港,高雄港,礦產品,蘇澳港,13600
104年11月,出港,高雄港,礦產品,蘇澳港,39781
104年11月,進港,高雄港,礦產品,臺北港,14954
104年11月,出港,高雄港,礦產品,臺北港,41128
104年11月,出港,高雄港,礦產品,馬公港,19919
104年11月,出港,高雄港,礦產品,金門港,9270
104年11月,出港,高雄港,礦產品,麥寮港,7840
104年11月,出港,高雄港,礦產品,小琉球,552
104年11月,出港,高雄港,礦產品,環島其他,5071
104年11月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1145
104年11月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,6961
104年11月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2527
104年11月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,15000
104年11月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,24
104年11月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,26
104年11月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,1995
104年12月,出港,高雄港,礦產品,基隆港,78016
104年12月,出港,高雄港,礦產品,臺中港,137200
104年12月,進港,高雄港,礦產品,花蓮港,149756
104年12月,出港,高雄港,礦產品,花蓮港,51717
104年12月,進港,高雄港,礦產品,蘇澳港,21100
104年12月,出港,高雄港,礦產品,蘇澳港,13196
104年12月,出港,高雄港,礦產品,臺北港,12000
104年12月,出港,高雄港,礦產品,馬公港,15793
104年12月,出港,高雄港,礦產品,金門港,8224
104年12月,出港,高雄港,礦產品,深澳港,29351
104年12月,出港,高雄港,礦產品,麥寮港,6324
104年12月,進港,高雄港,礦產品,和平港,6900
104年12月,出港,高雄港,礦產品,小琉球,568
104年12月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1295
104年12月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,7554
104年12月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,2541
104年12月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,15379
104年12月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,18
104年12月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,14
104年12月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,2353
105年01月,出港,高雄港,礦產品,基隆港,37630
105年01月,出港,高雄港,礦產品,臺中港,184090
105年01月,進港,高雄港,礦產品,花蓮港,113802
105年01月,出港,高雄港,礦產品,花蓮港,39000
105年01月,進港,高雄港,礦產品,蘇澳港,21800
105年01月,出港,高雄港,礦產品,蘇澳港,30043
105年01月,出港,高雄港,礦產品,臺北港,50684
105年01月,出港,高雄港,礦產品,馬公港,19676
105年01月,出港,高雄港,礦產品,金門港,13226
105年01月,出港,高雄港,礦產品,深澳港,33927
105年01月,出港,高雄港,礦產品,麥寮港,11835
105年01月,進港,高雄港,礦產品,和平港,59800
105年01月,出港,高雄港,礦產品,小琉球,868
105年01月,出港,高雄港,"石料水泥石棉等材料之製品,陶瓷,玻璃",馬公港,1500
105年01月,出港,高雄港,車輛航空器船舶運輸設備,馬公港,250
105年01月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1284
105年01月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,9727
105年01月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,3606
105年01月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,16529
105年01月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,17
105年01月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,39
105年01月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,158
105年02月,出港,高雄港,礦產品,基隆港,38837
105年02月,出港,高雄港,礦產品,臺中港,129690
105年02月,進港,高雄港,礦產品,花蓮港,64613
105年02月,出港,高雄港,礦產品,花蓮港,24369
105年02月,進港,高雄港,礦產品,蘇澳港,8800
105年02月,出港,高雄港,礦產品,蘇澳港,25634
105年02月,出港,高雄港,礦產品,臺北港,18058
105年02月,出港,高雄港,礦產品,馬公港,14566
105年02月,出港,高雄港,礦產品,金門港,7643
105年02月,出港,高雄港,礦產品,深澳港,56808
105年02月,出港,高雄港,礦產品,麥寮港,4120
105年02月,進港,高雄港,礦產品,和平港,5200
105年02月,出港,高雄港,礦產品,小琉球,336
105年02月,進港,高雄港,"家具玩具運動用品,雜項製品",馬公港,1207
105年02月,出港,高雄港,"家具玩具運動用品,雜項製品",馬公港,5728
105年02月,進港,高雄港,"家具玩具運動用品,雜項製品",金門港,1691
105年02月,出港,高雄港,"家具玩具運動用品,雜項製品",金門港,12564
105年02月,進港,高雄港,"家具玩具運動用品,雜項製品",七美港,17
105年02月,出港,高雄港,"家具玩具運動用品,雜項製品",七美港,39
105年02月,進港,高雄港,"家具玩具運動用品,雜項製品",外島其他,261
105年02月,出港,高雄港,"家具玩具運動用品,雜項製品",外島其他,1660
105年03月,出港,高雄港,礦產品,基隆港,50948
105年03月,出港,高雄港,礦產品,臺中港,142365
105年03月,進港,高雄港,礦產品,花蓮港,102156
105年03月,出港,高雄港,礦產品,花蓮港,53696
105年03月,進港,高雄港,礦產品,蘇澳港,30450
105年03月,出港,高雄港,礦產品,蘇澳港,28395
105年03月,出港,高雄港,礦產品,臺北港,25296
105年03月,出港,高雄港,礦產品,馬公港,14647
105年03月,出港,高雄港,礦產品,金門港,7544
