時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,船舶運能,艘次
2017/7/14 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2017/7/21 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/6/23 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/7/7 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2017/9/15 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2017/8/11 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/9/29 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/10/13 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/11/10 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,巴拿馬,10000~14000TEU,1
2017/7/28 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/9/22 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2017/8/18 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/10/20 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2021/4/24 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,馬紹爾群島共和國,10000~14000TEU,1
2021/7/9 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2021/6/17 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,德意志（德國）,10000~14000TEU,1
2021/5/25 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,巴拿馬,6000~10000TEU,1
2021/7/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/7/21 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2021/7/13 上午 12:00:00,近洋航線,進港,裝貨,A804西、中亞航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2021/7/15 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,賴比瑞亞,6000~10000TEU,1
2021/6/2 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,6000~10000TEU,1
2021/6/2 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,馬爾他,10000~14000TEU,1
2021/6/28 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,6000~10000TEU,1
2021/7/21 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,6000~10000TEU,1
2021/7/14 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,6000~10000TEU,1
2021/6/22 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,10000~14000TEU,1
2021/6/22 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,馬爾他,10000~14000TEU,1
2021/5/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,寧波,高雄港,全貨櫃船,中華民國,6000~10000TEU,2
2021/5/29 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,馬爾他,10000~14000TEU,1
2021/7/1 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,10000~14000TEU,1
2021/7/4 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,6000~10000TEU,1
2021/6/9 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,10000~14000TEU,1
2021/7/31 上午 12:00:00,,進港,裝貨,F004環球航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,6000~10000TEU,1
2015/1/13 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/3/11 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/3/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/2/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/2/1 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/2/20 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/1/27 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/1/8 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2015/1/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/2/24 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/1/15 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/2/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/4/14 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/1/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/4/21 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/4/15 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2018/12/18 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,巴哈馬,3000~6000TEU,1
2018/7/13 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,巴哈馬,3000~6000TEU,1
2018/7/19 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,巴哈馬,3000~6000TEU,1
2019/2/17 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,巴哈馬,3000~6000TEU,1
2019/4/16 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,巴哈馬,3000~6000TEU,1
2019/4/11 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,巴哈馬,3000~6000TEU,1
2021/1/14 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),日本,神戶,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2020/2/23 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,馬紹爾群島共和國,3000TEU以下,1
2020/4/19 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,3000TEU以下,1
2020/4/12 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,3000TEU以下,1
2020/2/16 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,3000TEU以下,1
2020/5/10 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,3000TEU以下,1
2020/4/24 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,6000~10000TEU,1
2020/4/26 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,3000TEU以下,1
2020/5/6 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/4/24 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/4/8 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/5/7 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/3/24 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/3/31 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/4/7 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2015/4/30 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2015/5/26 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/6/2 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/6/2 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,6000~10000TEU,1
2017/12/1 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2017/11/3 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/10/27 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/12/9 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/10/6 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/8/26 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/1/19 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,巴拿馬,10000~14000TEU,1
2018/2/2 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2017/11/24 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2017/9/1 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,巴拿馬,10000~14000TEU,1
2018/3/9 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/3/2 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/4/6 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,巴拿馬,10000~14000TEU,1
2017/11/17 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/2/23 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/12/23 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/3/24 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/1/13 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/2/16 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2015/5/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/7/7 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/5/14 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2015/6/10 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/5/19 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/5/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/4/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/4/1 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,賴比瑞亞,10000~14000TEU,1
2015/1/23 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2015/8/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2021/5/3 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),日本,神戶,高雄港,全貨櫃船,葡萄牙,6000~10000TEU,1
2021/1/13 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),日本,神戶,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2021/1/31 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),日本,神戶,高雄港,全貨櫃船,葡萄牙,3000~6000TEU,1
2021/7/2 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,3000~6000TEU,1
2021/6/10 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),日本,神戶,高雄港,全貨櫃船,香港,3000~6000TEU,1
2015/7/22 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/6/9 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2015/5/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2015/5/29 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2015/6/24 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),日本,橫濱港,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2018/1/26 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/4/13 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/2/9 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2017/12/30 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2018/1/5 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2017/12/15 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/6/1 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,賴比瑞亞,6000~10000TEU,1
2018/7/21 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,賴比瑞亞,6000~10000TEU,1
2018/6/15 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,巴拿馬,10000~14000TEU,1
2018/4/20 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2018/6/8 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,巴拿馬,10000~14000TEU,1
2018/7/14 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/6/22 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/5/4 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/7/6 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2018/5/18 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/5/25 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),斯里蘭卡,可倫坡,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
