時間,來源港國家,來源港口,目的港國家,目的港口,轉運港口,貨櫃量,TEU數
2020/8/27 上午 12:00:00,馬來西亞,平多羅,菲律賓,卡加延－德奧羅,高雄港,2,2
2020/8/27 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,16,16
2020/8/28 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,3,3
2020/8/28 上午 12:00:00,印度尼西亞,泗水港,汶萊,麻拉 (穆阿拉),高雄港,1,1
2020/8/28 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,2,2
2020/8/28 上午 12:00:00,馬來西亞,巴生港,菲律賓,納卯,高雄港,2,4
2020/8/28 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,馬來西亞,丹絨柏樂巴斯,高雄港,1,2
2020/8/28 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,16,32
2020/8/28 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,22,39
2020/8/29 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,32,34
2020/8/29 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,1,1
2020/8/29 上午 12:00:00,澳大利亞,墨爾本,泰國,曼谷,高雄港,1,2
2020/8/29 上午 12:00:00,澳大利亞,墨爾本,越南,卡萊港,高雄港,6,12
2020/8/29 上午 12:00:00,澳大利亞,墨爾本,越南,胡志明,高雄港,2,2
2020/8/29 上午 12:00:00,澳大利亞,雪梨,印度,馬德拉斯,高雄港,3,6
2020/8/29 上午 12:00:00,馬來西亞,巴生港,菲律賓,馬尼拉北港,高雄港,2,4
2020/9/22 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,20,20
2020/9/25 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,2,2
2020/9/25 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,97,178
2020/9/25 上午 12:00:00,越南,海防,菲律賓,馬尼拉南港,高雄港,1,1
2020/9/25 上午 12:00:00,孟加拉,吉大港,新加坡,新加坡港,高雄港,2,2
2020/9/25 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,29,58
2020/9/24 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,32,32
2020/9/24 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,3,3
2020/9/24 上午 12:00:00,澳大利亞,墨爾本,越南,卡萊港,高雄港,6,12
2020/9/24 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩,高雄港,30,30
2020/9/24 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,2,2
2020/9/24 上午 12:00:00,汶萊,麻拉 (穆阿拉),馬來西亞,古晉,高雄港,10,10
2020/9/24 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,1,1
2020/9/24 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,納卯,高雄港,22,22
2020/9/24 上午 12:00:00,馬來西亞,平多羅,印度,古爾岡,高雄港,38,38
2020/9/24 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,20,20
2020/9/8 上午 12:00:00,菲律賓,納卯,菲律賓,納卯,高雄港,6,6
2020/9/19 上午 12:00:00,新加坡,新加坡港,新加坡,新加坡港,高雄港,4,8
2020/9/19 上午 12:00:00,新加坡,新加坡港,越南,卡萊港,高雄港,182,364
2020/9/19 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,10,20
2020/9/20 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,40,50
2020/9/20 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,14,28
2020/9/20 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,74,86
2020/9/20 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,2,4
2020/9/12 上午 12:00:00,菲律賓,Batangas/Luzon,澳大利亞,墨爾本,高雄港,1,1
2020/9/12 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,7,14
2020/9/13 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,1,2
2020/9/13 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,1,2
2020/9/13 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,6,10
2020/9/13 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,18,36
2020/9/13 上午 12:00:00,印度尼西亞,雅加達,泰國,曼谷,高雄港,2,2
2020/9/28 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,30,50
2020/9/29 上午 12:00:00,泰國,南查邦,汶萊,麻拉 (穆阿拉),高雄港,6,6
2020/9/30 上午 12:00:00,新加坡,新加坡港,新加坡,新加坡港,高雄港,24,48
2020/9/30 上午 12:00:00,泰國,南查邦,馬來西亞,詩巫,高雄港,4,4
2020/9/30 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,112,129
2020/9/30 上午 12:00:00,泰國,南查邦,菲律賓,納卯,高雄港,47,53
2020/9/30 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,143,210
2020/9/30 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,88,127
2020/9/30 上午 12:00:00,越南,卡萊港,馬來西亞,亞庇(哥打京那巴魯),高雄港,4,8
2020/9/30 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉,高雄港,2,4
2020/10/1 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,2
2020/10/1 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,52,52
2020/10/1 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,2,4
2020/10/1 上午 12:00:00,菲律賓,馬尼拉北港,菲律賓,馬尼拉,高雄港,4,8
2020/9/26 上午 12:00:00,馬來西亞,巴生港,菲律賓,馬尼拉北港,高雄港,4,8
2020/10/3 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,9,13
2020/10/3 上午 12:00:00,馬來西亞,巴生港,菲律賓,納卯,高雄港,4,6
2020/10/3 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,26,52
2020/9/28 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,38,70
2020/9/28 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,36,72
2020/10/2 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,20,33
2020/10/2 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,23,40
2020/10/7 上午 12:00:00,泰國,南查邦,汶萊,麻拉 (穆阿拉),高雄港,1,1
2020/10/9 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,2,2
2020/10/9 上午 12:00:00,印度尼西亞,雅加達,泰國,南查邦,高雄港,300,300
2020/10/5 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉北港,高雄港,9,9
2020/10/9 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,50,90
2020/10/10 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉,高雄港,37,70
2020/10/10 上午 12:00:00,印度尼西亞,泗水港,菲律賓,馬尼拉,高雄港,2,2
2020/10/11 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,30,32
2020/10/11 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,10,10
2020/10/10 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉,高雄港,2,3
2020/10/10 上午 12:00:00,越南,峴港,菲律賓,馬尼拉,高雄港,3,6
2020/10/10 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,高雄港,2,3
2020/10/11 上午 12:00:00,印度尼西亞,雅加達,菲律賓,Batangas/Luzon,高雄港,12,24
2020/10/11 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,84,94
2020/10/11 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,72,110
2020/10/12 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,26,26
2020/10/12 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,18,26
2020/10/12 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,4,4
2020/10/12 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,3,3
2020/10/12 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,6,6
2020/10/12 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,9,9
2020/10/12 上午 12:00:00,菲律賓,宿移,越南,海防,高雄港,24,40
2020/10/12 上午 12:00:00,菲律賓,馬尼拉,印度尼西亞,雅加達,高雄港,1,2
2020/10/12 上午 12:00:00,菲律賓,馬尼拉,印度尼西亞,泗水港,高雄港,2,2
2020/10/12 上午 12:00:00,菲律賓,馬尼拉,馬來西亞,巴西古丹(巴錫爾古當),高雄港,8,11
2020/10/12 上午 12:00:00,菲律賓,馬尼拉,馬來西亞,丹絨柏樂巴斯,高雄港,1,2
2020/10/13 上午 12:00:00,澳大利亞,布里斯本,澳大利亞,布里斯本,高雄港,1,2
2020/10/13 上午 12:00:00,澳大利亞,墨爾本,澳大利亞,伯尼,高雄港,5,10
2020/10/13 上午 12:00:00,澳大利亞,墨爾本,澳大利亞,荷巴特,高雄港,5,9
2020/10/13 上午 12:00:00,澳大利亞,墨爾本,澳大利亞,倫瑟斯頓,高雄港,1,2
2020/10/13 上午 12:00:00,澳大利亞,墨爾本,澳大利亞,墨爾本,高雄港,218,388
2020/10/20 上午 12:00:00,越南,海防,馬來西亞,古晉,高雄港,1,1
2020/10/20 上午 12:00:00,越南,海防,馬來西亞,巴生港,高雄港,5,5
2020/10/21 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,58,58
2020/10/21 上午 12:00:00,新加坡,新加坡港,印度,土堤柯林,高雄港,3,6
2020/10/22 上午 12:00:00,汶萊,麻拉 (穆阿拉),馬來西亞,古晉,高雄港,10,10
2020/10/22 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,4
2020/10/22 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,納卯,高雄港,22,22
2020/10/22 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,三寶隴港,高雄港,10,10
2020/10/22 上午 12:00:00,馬來西亞,平多羅,柬埔寨,西哈努克市,高雄港,20,20
2020/10/22 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,16,16
2020/10/23 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,4,8
2020/10/23 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,2,4
2020/10/23 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,3,6
2020/10/23 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,1,1
2020/10/23 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,1,2
2020/10/25 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,6,12
2020/11/19 上午 12:00:00,汶萊,麻拉 (穆阿拉),馬來西亞,古晉,高雄港,8,8
2020/11/19 上午 12:00:00,汶萊,麻拉 (穆阿拉),馬來西亞,丹絨柏樂巴斯,高雄港,2,2
2020/11/19 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,4
2020/11/19 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,納卯,高雄港,24,24
2020/11/19 上午 12:00:00,馬來西亞,平多羅,尼泊爾,比爾甘傑,高雄港,4,4
2020/11/19 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,26,26
2020/11/20 上午 12:00:00,印度尼西亞,雅加達,新加坡,新加坡港,高雄港,6,12
2020/11/20 上午 12:00:00,印度尼西亞,雅加達,泰國,曼谷,高雄港,2,2
2020/11/20 上午 12:00:00,新加坡,新加坡港,紐西蘭,奧克蘭,高雄港,2,4
2020/11/20 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,22,42
2020/11/20 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,4,6
2020/11/21 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,2,2
2020/11/21 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,澳大利亞,雪梨,高雄港,1,2
2020/11/21 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,4,6
2020/11/23 上午 12:00:00,印度尼西亞,雅加達,印度尼西亞,雅加達,高雄港,2,4
2020/11/23 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,44,80
2020/11/23 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,8,8
2020/11/24 上午 12:00:00,澳大利亞,布里斯本,印度尼西亞,泗水港,高雄港,23,23
2020/11/24 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,67,69
2020/11/24 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,30,30
2020/11/24 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,1,1
2020/11/24 上午 12:00:00,印度尼西亞,雅加達,泰國,南查邦,高雄港,3,6
2020/11/24 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,9,12
2020/11/24 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,79,134
2020/11/25 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,66,66
2020/11/25 上午 12:00:00,澳大利亞,布里斯本,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,4,4
2020/11/25 上午 12:00:00,澳大利亞,布里斯本,馬來西亞,巴生港,高雄港,16,32
2020/11/25 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,16,20
2020/11/25 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,2,2
2020/11/26 上午 12:00:00,澳大利亞,布里斯本,澳大利亞,布里斯本,高雄港,1,2
2020/11/26 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,4,8
2020/11/26 上午 12:00:00,印度尼西亞,泗水港,汶萊,麻拉 (穆阿拉),高雄港,4,6
2020/11/16 上午 12:00:00,澳大利亞,布里斯本,印度尼西亞,泗水港,高雄港,23,23
2020/11/16 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,2,4
2020/10/26 上午 12:00:00,菲律賓,馬尼拉北港,菲律賓,馬尼拉,高雄港,28,52
2020/10/26 上午 12:00:00,越南,卡萊港,菲律賓,馬尼拉北港,高雄港,9,9
2020/10/27 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,32,32
2020/10/27 上午 12:00:00,澳大利亞,布里斯本,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,5,5
2020/10/27 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,4,6
2020/10/27 上午 12:00:00,澳大利亞,布里斯本,菲律賓,蘇比克灣,高雄港,3,3
2020/10/27 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,4,4
2020/11/17 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,18,22
2020/11/17 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,110,220
2020/11/17 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,58,98
2020/11/17 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,26,48
2020/11/18 上午 12:00:00,菲律賓,宿移,越南,海防,高雄港,2,4
2020/11/8 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,48,69
2020/11/9 上午 12:00:00,新加坡,新加坡港,新加坡,新加坡港,高雄港,4,4
2020/11/10 上午 12:00:00,印度,Kattupalli,澳大利亞,雪梨,高雄港,1,2
2020/11/11 上午 12:00:00,菲律賓,馬尼拉北港,菲律賓,馬尼拉,高雄港,24,44
2020/11/13 上午 12:00:00,澳大利亞,布里斯本,印度,那瓦夏瓦,高雄港,1,2
2020/11/13 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,10,10
2020/11/13 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,1,2
2020/11/13 上午 12:00:00,澳大利亞,墨爾本,印度,馬德拉斯,高雄港,2,2
2020/11/13 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,1,1
2020/11/13 上午 12:00:00,澳大利亞,墨爾本,巴基斯坦,喀拉蚩,高雄港,5,5
2020/11/13 上午 12:00:00,澳大利亞,墨爾本,越南,卡萊港,高雄港,6,12
2020/11/13 上午 12:00:00,澳大利亞,墨爾本,越南,胡志明,高雄港,43,83
2020/11/13 上午 12:00:00,澳大利亞,雪梨,印度,馬德拉斯,高雄港,30,49
2020/11/13 上午 12:00:00,澳大利亞,雪梨,印度,那瓦夏瓦,高雄港,6,9
2020/11/13 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉北港,高雄港,25,25
2020/11/13 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,6,10
2020/11/13 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,3,4
2020/11/14 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,3,3
2020/11/14 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,澳大利亞,雪梨,高雄港,1,1
2020/11/15 上午 12:00:00,汶萊,麻拉 (穆阿拉),馬來西亞,古晉,高雄港,10,10
2020/11/15 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,4
2020/11/7 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,7,7
2020/11/7 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,14,14
2020/11/7 上午 12:00:00,澳大利亞,布里斯本,越南,Cai Mep International Terminal,高雄港,25,25
2020/11/7 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,8,8
2020/11/7 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,1,2
2020/11/7 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,4,6
2020/11/7 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,4,6
2020/11/8 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉北港,高雄港,2,2
2020/11/8 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,馬尼拉,高雄港,1,2
2020/11/8 上午 12:00:00,馬來西亞,平多羅,菲律賓,馬尼拉,高雄港,10,10
2020/11/8 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,10,14
2020/11/2 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,7,8
2020/11/2 上午 12:00:00,澳大利亞,墨爾本,印度,馬德拉斯,高雄港,2,4
2020/11/2 上午 12:00:00,澳大利亞,墨爾本,越南,卡萊港,高雄港,6,12
2020/11/2 上午 12:00:00,澳大利亞,墨爾本,越南,胡志明,高雄港,8,16
2020/11/2 上午 12:00:00,澳大利亞,雪梨,印度,馬德拉斯,高雄港,11,22
2020/11/2 上午 12:00:00,澳大利亞,雪梨,越南,卡萊港,高雄港,1,2
2020/11/2 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,1,2
2020/11/2 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,5,5
2020/11/2 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,30,60
2020/11/2 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉北港,高雄港,6,6
2020/11/2 上午 12:00:00,印度尼西亞,雅加達,越南,峴港,高雄港,26,52
2020/11/2 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,2,2
2020/11/2 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,2,3
2020/11/2 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,45,70
2020/11/3 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,30,30
2020/11/3 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,6,10
2020/11/3 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,8,14
2020/11/3 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,18,32
2020/11/3 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,6,6
2020/11/3 上午 12:00:00,新加坡,新加坡港,越南,Nghi Son,高雄港,40,40
2020/11/5 上午 12:00:00,汶萊,麻拉 (穆阿拉),菲律賓,馬尼拉,高雄港,2,2
2020/11/5 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,納卯,高雄港,14,14
2020/11/5 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,三寶隴港,高雄港,20,20
2020/11/5 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,10,10
2020/10/28 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,4,7
2020/10/28 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,23,27
2020/10/30 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,2,2
2020/10/30 上午 12:00:00,澳大利亞,墨爾本,印度,馬德拉斯,高雄港,3,5
2020/10/30 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,2,3
2020/10/30 上午 12:00:00,澳大利亞,雪梨,印度,馬德拉斯,高雄港,34,67
2020/10/30 上午 12:00:00,澳大利亞,雪梨,新加坡,新加坡港,高雄港,80,160
2020/10/30 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,4,6
2020/10/30 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,4,6
2020/10/10 上午 12:00:00,菲律賓,馬尼拉北港,菲律賓,馬尼拉,高雄港,40,80
2020/10/17 上午 12:00:00,越南,海防,菲律賓,馬尼拉南港,高雄港,1,1
2020/10/19 上午 12:00:00,印度尼西亞,雅加達,菲律賓,Batangas/Luzon,高雄港,2,4
2020/10/19 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,4,8
2020/10/19 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,48,90
2020/10/15 上午 12:00:00,泰國,南查邦,越南,海防,高雄港,55,61
2020/10/15 上午 12:00:00,越南,海防,菲律賓,馬尼拉南港,高雄港,1,1
2020/10/16 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,2,2
2020/10/16 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,1,1
2020/10/16 上午 12:00:00,印度尼西亞,雅加達,泰國,南查邦,高雄港,500,500
2020/10/16 上午 12:00:00,馬來西亞,巴生港,菲律賓,納卯,高雄港,6,6
2020/10/16 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉北港,高雄港,43,65
2020/10/16 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,52,91
2020/12/16 上午 12:00:00,印度尼西亞,雅加達,菲律賓,Batangas/Luzon,高雄港,6,12
2020/12/16 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,4,8
2020/12/16 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,20,40
2020/12/16 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,2,2
2020/12/20 上午 12:00:00,越南,海防,菲律賓,納卯,高雄港,2,2
2020/12/20 上午 12:00:00,越南,胡志明,菲律賓,卡加延－德奧羅,高雄港,50,50
2020/12/20 上午 12:00:00,越南,胡志明,菲律賓,納卯,高雄港,40,40
2020/12/9 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,5,10
2020/12/7 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,4,4
2020/12/8 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉,高雄港,23,43
2020/12/8 上午 12:00:00,印度尼西亞,泗水港,菲律賓,馬尼拉,高雄港,1,1
2020/12/8 上午 12:00:00,斯里蘭卡,可倫坡,澳大利亞,雪梨,高雄港,1,1
2020/12/21 上午 12:00:00,泰國,南查邦,越南,海防,高雄港,2,2
2020/12/24 上午 12:00:00,印度尼西亞,雅加達,印度尼西亞,雅加達,高雄港,8,16
2020/12/24 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,4,8
2020/12/24 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,6,12
2020/12/24 上午 12:00:00,新加坡,新加坡港,菲律賓,宿移,高雄港,6,12
2020/12/26 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,31,31
2020/12/26 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,8,9
2020/12/26 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,10,14
2020/12/26 上午 12:00:00,印度尼西亞,雅加達,菲律賓,宿移,高雄港,14,14
2020/12/13 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,2,4
2020/12/14 上午 12:00:00,馬來西亞,平多羅,柬埔寨,西哈努克市,高雄港,2,4
2020/12/14 上午 12:00:00,馬來西亞,平多羅,越南,胡志明,高雄港,10,20
2020/12/14 上午 12:00:00,菲律賓,馬尼拉北港,菲律賓,馬尼拉,高雄港,36,72
2020/12/15 上午 12:00:00,澳大利亞,布里斯本,澳大利亞,布里斯本,高雄港,3,6
2020/12/15 上午 12:00:00,澳大利亞,布里斯本,印度尼西亞,泗水港,高雄港,70,80
2020/12/15 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,8,9
2020/12/15 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,25,50
2020/12/15 上午 12:00:00,澳大利亞,雪梨,印度尼西亞,泗水港,高雄港,10,20
2020/12/15 上午 12:00:00,澳大利亞,雪梨,印度,馬德拉斯,高雄港,38,46
2020/12/15 上午 12:00:00,澳大利亞,雪梨,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,1,2
2020/12/15 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩,高雄港,14,14
2020/12/15 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩港,高雄港,6,12
2020/12/15 上午 12:00:00,澳大利亞,雪梨,新加坡,新加坡港,高雄港,10,20
2020/12/15 上午 12:00:00,澳大利亞,雪梨,越南,卡萊港,高雄港,28,28
2020/12/15 上午 12:00:00,馬來西亞,巴生港,菲律賓,宿移,高雄港,2,2
2020/12/18 上午 12:00:00,澳大利亞,雪梨,斯里蘭卡,可倫坡,高雄港,1,2
