時間,近/遠洋,進/出港,裝/卸貨,航線名稱,新南向區域,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船型,艘次
2018/8/6 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/1 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2018/8/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2015/3/10 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/1/27 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/21 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/1/13 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/1/20 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/2/17 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/3/4 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/2/10 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/3/17 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/1/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/2/24 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/3/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/7/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,Batangas/Luzon,臺中港,全貨櫃船,3000TEU以下,1
2019/10/12 上午 12:00:00,近洋航線,出港,卸貨,兩岸直航航線,東協,菲律賓,Batangas/Luzon,高雄港,全貨櫃船,3000TEU以下,1
2017/7/6 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/6/3 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2018/2/1 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/2/8 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/4/11 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/6/14 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/1/18 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2017/9/2 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/10/4 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2017/9/27 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2017/8/19 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/2/4 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2016/11/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/1/29 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2016/12/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/3/5 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2017/1/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2016/12/24 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/2/25 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2015/9/15 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,蘇比克灣,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/3 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,蘇比克灣,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/16 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,蘇比克灣,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/11/28 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,蘇比克灣,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2020/10/16 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),東協,越南,海防,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2020/5/22 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),東協,越南,海防,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2015/5/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/1 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/1 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/19 上午 12:00:00,近洋航線,出港,卸貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/18 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/18 上午 12:00:00,近洋航線,出港,卸貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/17 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/17 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/17 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/20 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/20 上午 12:00:00,近洋航線,出港,卸貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/8/12 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2018/7/19 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2018/6/3 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2018/7/7 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2018/6/28 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2018/7/30 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,3000TEU以下,1
2015/2/2 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/2/2 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/30 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/18 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/17 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/18 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/2/3 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/3 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/4 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/31 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/1 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2017/8/20 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/5/26 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2017/7/15 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/7/27 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/8/3 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/9/7 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/9/21 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/9/18 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/6/8 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/6/15 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/6/25 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2017/5/13 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/4/14 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/4/22 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/5/7 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/3/9 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/3/2 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/3/23 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2017/1/21 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/1/14 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/2/11 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/2/18 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/1/7 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/7/15 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/8/5 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/6/4 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/7/22 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/8/13 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2017/3/11 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2021/6/28 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2021/6/29 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2021/6/12 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2021/6/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2021/7/11 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2021/7/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,泰國,南查邦,高雄港,全貨櫃船,3000TEU以下,1
2015/4/10 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/11 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/19 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/3 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/2 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/3 上午 12:00:00,近洋航線,出港,卸貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/6 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/6 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/2 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/4/1 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/15 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/15 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/16 上午 12:00:00,近洋航線,出港,卸貨,A200東南亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/3/30 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/3/31 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/5 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/5/26 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,越南,海防,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/6/15 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/29 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/26 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/25 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/9/27 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/9/1 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/9/1 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/10/5 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/5 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/19 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/8/11 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/9/16 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2015/7/20 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,東協,印度尼西亞,泗水港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
